sentence,sentiment,pred_sentiment,net_score
"For Teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products .",positive,neutral,0
FTSE edges up as investors cheer Kingfisher results,positive,neutral,0
Starbucks shares down as much as ~4.2% $SBUX https://t.co/JlgrprR54k,negative,neutral,0
"Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments , divestments and redelivery of excess tonnage .",neutral,positive,1
"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",neutral,positive,1
London Stock Exchange â€“ Deutsche Boerse merger under threat from Brexit,negative,neutral,0
"After the transaction , Herttaassa 's holding in Alma Media has fallen below the flagging limit of 5 % .",neutral,negative,-2
The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .,positive,negative,-1
"`` Of course , we are in talks with all those coming up with new projects that involve material handling , '' Konecranes President and CEO Pekka Lundmark said , when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar .",neutral,positive,1
"We offer our clients integrated management consulting , total solutions for complex projects and efficient , best-in-class design and supervision .",neutral,positive,1
$MA http://stks.co/1CYN continues to consolidate / base here,positive,neutral,0
The company did not distribute a dividend in 2005 .,neutral,positive,1
$KITD Looking for a oversold bounce.,positive,neutral,0
"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",positive,negative,-2
"Metrics in QPR ScoreCard now support date , text and milestone-based values , which improve its support for managing projects around performance or process-related content .",positive,neutral,0
Actions to improve operational efficiency and adjust operations are expected to deliver annualised permanent cost savings of around EUR 4.5 million and will be effected mostly during the first half of 2010 .,positive,neutral,0
The offer represents a premium of 24 % over the stock 's closing price on Friday .,positive,neutral,0
The share of the share capital of both above mentioned shareholders remains below 5 % .,neutral,negative,-1
"$QCOM chart: Qualcomm Short 61.8% Retracement, Trendline and Resistance. https://t.co/2WQqh35KOY",negative,neutral,0
Efficiency programs totalling 100 million euros are under way in Finnair .,positive,neutral,0
"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .",neutral,negative,-1
$SKX turning. Coming from far could go far. Stock price implies you pay nothing for the business,positive,neutral,0
"For 2009 , Incap expects revenue of some EUR 70 million .",neutral,positive,1
Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,positive,neutral,0
"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .",positive,neutral,0
"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",neutral,positive,3
The optimization of the steel components heating process will reduce the energy consumption .,positive,neutral,0
i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,negative,positive,1
"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .",neutral,positive,1
"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn .",neutral,positive,1
"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",negative,positive,1
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,positive,neutral,0
"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",negative,neutral,0
Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,negative,positive,1
"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",negative,neutral,0
Johnson Matthey profit falls but dividend rises,neutral,positive,2
"$CNDO 21% short float, shorts likely to take profits into close",negative,positive,1
Europe needs 17 new large paper machines .,neutral,positive,1
The total value of the deal is USD 29mn .,neutral,positive,1
"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .",positive,negative,-1
Britain's FTSE gets lift from Prudential results,positive,neutral,0
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",neutral,positive,1
"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",neutral,positive,1
Finnish glass technology group Glaston Corporation ( OMX Helsinki : GLA1V ) reported on Thursday ( 14 August ) an operating profit of EUR6 .5 m on net sales of EUR201 .5 m for the period January-September 2008 .,neutral,positive,1
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",neutral,negative,-1
$BBRY Actually lost .03c per share if U incl VZ as no debt and 3.1 in Cash.,negative,neutral,0
AstraZeneca's patent on asthma drug invalidated by US court,negative,neutral,0
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",neutral,negative,-1
EPS dropped to EUR0 .2 from EUR0 .3 .,neutral,negative,-1
It is a disappointment to see the plan folded .,negative,neutral,0
Standard Life share price: Insurer buys advice firm Pearson Jones,positive,neutral,0
Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,positive,neutral,0
"For the fiscal year ending September 30 , 2009 the revenue from these customers was $ 10.012 million or around 11.0 % of the transportation group 's revenue .",neutral,positive,2
"We are glad that our long co-operation with SODRA continues '' , comments Stig-Goran Sandberg , Affecto 's Area Manager for Baltic operations .",positive,neutral,0
$UUP at major resistance right now. Can go much higher if it can break above. May take several attempts - few days to a week,positive,neutral,0
The measures result from weak demand in the shipbuilding industry .,neutral,negative,-1
We make available the following brand-new market analyses : Cement - UK Cement - Poland Cement - Belgium These analyses give a clear overview of the actual situation and future outlook of the cement industry in some European countries .,neutral,positive,1
"The airline has ordered nine Airbus A350-900 aircraft with deliveries from 2011 , and in doing so becomes the lead airline for the latest variant of Rolls-Royce Trent series engines , called the 1700 .",positive,neutral,0
`` People who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content .,neutral,positive,1
"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .",neutral,negative,-2
The talks are aimed at restructuring operations and cutting costs .,positive,negative,-2
Legal & General share price: Finance chief to step down,negative,neutral,0
Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,negative,neutral,0
"`` That 's a very high figure on the European scale , '' Noop said , recalling however that this also includes beer bought by Finnish tourists .",neutral,positive,1
The new organization consists of two business units : Charging & Messaging and Finance & Administration .,neutral,positive,1
"Sheryl Sandberg Sells 109,000 Shares of Facebook Inc $FB Stock https://t.co/3vXT7AMnpk via @RatingsNetwork",negative,neutral,0
Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,negative,positive,2
Interest Heats Up for @Yahoo $YHOO - The Wall Street Journal  https://t.co/j5jVjI9bia,positive,neutral,0
"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .",neutral,negative,-1
The objective of the planned measures is to achieve significant savings in the next few years .,positive,neutral,0
"UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion, pips Actelion",positive,neutral,0
The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,positive,neutral,0
Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,negative,neutral,0
$GS sells flat..I am out..,negative,neutral,0
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",negative,positive,1
@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,positive,neutral,0
"UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of Elcoteq in the Estonian capital Tallinn .",neutral,positive,2
$LINE biggies must be loading up here at lows..,positive,neutral,0
$PLUG bear raid,negative,neutral,0
Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost .,positive,neutral,0
The new name of the Sanoma Division will be Sanoma News .,neutral,positive,1
Glencore Studies Possible IPO for Agricultural Trading Business,positive,neutral,0
"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .",neutral,negative,-2
British American Tobacco first-half sales hurt by currency moves,negative,neutral,0
"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",neutral,positive,1
The company also said that it will sell approximately 150 hectares of land to the city of Valkeakoski by the end of the year a part of its `` From job to job '' program .,neutral,negative,-1
Just stumbled upon this amazing chart - $OFIX - holy guac. SUPER overbought. http://stks.co/e0PX1,negative,neutral,0
"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",positive,neutral,0
The agreement must be approved by the Russian competition authorities before it enters into force .,neutral,positive,1
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,negative,neutral,0
$TSLA recall model X https://t.co/b7izYa4BuE,negative,neutral,0
"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote .",positive,negative,-1
$AAPL Nice RSI 33 bounce at 9:58,positive,neutral,0
"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",neutral,positive,1
CompaniesMeggitt profits hit by weak energy and military markets,negative,neutral,0
"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",neutral,negative,-1
The new SEPA cads will replace Finnish bank cards .,neutral,positive,1
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,negative,neutral,0
$SBUX heading for the 200DMA and certain doom if it can not hold there.,negative,neutral,0
"To showcase our end-to-end capabilities at the Mobile World Congress , we arranged an internal MeeGo application development competition to entice developers to create new applications .",neutral,positive,1
$TZOO a close above 28.64 and we are ready to rock and roll,positive,neutral,0
"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software .",positive,neutral,0
"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",neutral,positive,1
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",neutral,negative,-1
Britain's FTSE forges ahead as Shire surges,positive,neutral,0
`` Leipurin is a growing and rapidly internationalizing Group .,positive,neutral,0
"Through the new production lines at the Novator mill in Veliky Ustjug , Vologda Oblast , Sveza will change its current 1.5 m by 1.5 m birch plywood production targeting the domestic market to produce 1.5 m by 3.0 m overlaid birch plywood for the global market .",neutral,positive,1
looks like a big feb 18-22 $put spread on $cree.  Last quarter 0% YoY rev growth trading @ 24x earnings.  I may try a short.,negative,positive,2
"Finnish investor Scanfil Oyj ( HEL : SCF1V ) said last Friday it has bought 57 million shares , or 32.96 % , in Norwegian contract electronics manufacturer Kitron ASA ( OSL : KIT ) for NOK 143.9 million ( USD 24.4 m-EUR 18.1 m ) .",neutral,positive,1
$EDU bouncing nicely after add-on (posted),positive,neutral,0
stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,neutral,negative,-1
$COST Costco less than stellar day but it held the 50 day moving average,negative,neutral,0
The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,negative,neutral,0
Dutch publisher De Vijver said today it has agreed to buy a 49 % stake in Belgian weekly magazine Humo from Finnish media company Sanoma HEL : SAA1V .,neutral,positive,1
The deal was worth about EUR 1.2 mn .,neutral,positive,1
"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout .",positive,neutral,0
Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,negative,neutral,0
$AMD big dumping... would not touch it for a while,negative,neutral,0
Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,positive,neutral,0
"The contract covers installation , training and start-up services .",neutral,positive,1
`` Residentialconstruction in particular has picked up in several markets .,positive,neutral,0
Surprising to see $JWN and $SKS sales numbers still holding up so well. I guess the high end might not be a concern after all.,positive,neutral,0
"The estimated turnover of the new company is LVL 2,5 million EEK 40 million .",neutral,positive,1
The acquisition of AVC Systemhaus and the majority stake in Cableway will increase the number of Teleste personnel by 250 .,neutral,positive,1
$aapl key is to breakout above 460 on solid volume or else it's a no trade for now,positive,neutral,0
"Finnish electronics contract maker Incap Oyj said on January 3 , 2008 it sold its manufacturing facilities in Helsinki to local real estate company Sponda Oyj for 5.3 mln euro ( $ 7.8 mln ) .",neutral,positive,1
The situation of coated magazine printing paper will continue to be weak .,neutral,negative,-1
"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .",neutral,negative,-1
"The Filter Tips cover the volume range from 0.1-1200 -Ál including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -Ál volume capacities .",neutral,positive,1
Ocwen Reaches Settlement With California Regulator,positive,neutral,0
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",neutral,negative,-2
"FTSE 100 falls as China devaluation hits Burberry, mining stocks",negative,neutral,0
"When cruising , the revs fall as less engine output is required .",neutral,negative,-1
"FDA panel backs safety updates for AstraZeneca, Takeda drugs",positive,neutral,0
$AAPL Now I'm glad I got stopped out of my $113 weeklies when I did. Will re-enter next Monday for the #earnings run-up.,neutral,positive,1
"$NFLX small pos, short 180 wkly puts.",negative,neutral,0
"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth .",neutral,positive,1
Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,negative,neutral,0
GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,negative,neutral,0
"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+ñmeri , the Northernmost part of the Gulf of Bothnia .",negative,neutral,0
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,negative,neutral,0
$BAC in for swing trade  looks like want go up,positive,neutral,0
No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video .,neutral,positive,1
"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",negative,positive,3
The cooperation will double The Switch 's converter capacity .,positive,neutral,0
Look at that $AMZN > 600,positive,neutral,0
"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",neutral,negative,-1
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",negative,positive,1
"The corresponding increase in the share capital due to these subscriptions with the warrants , in total EUR 1,860.74 , was registered with the Finnish Trade Register on January 4 , 2008 .",neutral,positive,1
"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",negative,neutral,0
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters .",positive,neutral,0
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",positive,neutral,0
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",neutral,negative,-1
"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",neutral,negative,-1
This is the company 's first contract abroad .,neutral,positive,1
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,negative,neutral,0
$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,positive,neutral,0
The new activity will incur an investment of about 5 MEUR .,neutral,positive,1
"Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing .",neutral,positive,2
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",neutral,negative,-1
Added long at friday close  $SPY $LABU $BLUE $AMZN,positive,neutral,0
BRIEF-Legal & General's retirement business books 4 billion stg H1 sales,positive,neutral,0
GSK joins China trade push as UK trumpets healthcare deals,positive,neutral,0
LONDON AFX - Fortum said it has agreed to sell its industrial maintenance service operations to funds managed by CapMan for an undisclosed sum .,neutral,negative,-1
Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .,positive,neutral,0
The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,neutral,positive,1
UPDATE 1-Dairy Crest loses a third of Morrisons milk contract,negative,positive,1
EuroChem CFO Andrey Ilyin said : `` This facility marks another important step for EuroChem in securing the long-term financing necessary for our potash and other strategic projects '' .,positive,neutral,0
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,neutral,positive,1
End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,negative,neutral,0
"CompaniesNew Aggreko CEO to reshape business, strip costs",positive,neutral,0
"Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .",neutral,positive,1
"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",neutral,negative,-1
AstraZeneca sells Caprelsa rights to Sanofi unit,positive,neutral,0
what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,negative,neutral,0
The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,neutral,negative,-1
EU regulator backs approval for GSK injectable asthma drug,positive,neutral,0
"Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University .",neutral,positive,1
"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",positive,neutral,0
$AAPL short some 592.49,negative,neutral,0
$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. Currently it is the shorts rejoicing,negative,neutral,0
"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .",neutral,negative,-1
"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/F55dx4aegI",negative,neutral,0
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,neutral,positive,1
The last job losses related to these reductions will take place during 2010 .,neutral,negative,-1
"Sold out $TZA 45 $PUT (down $1), which were hedging my 45 $CALL. Letting the calls ride solo now.",positive,neutral,0
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",negative,positive,1
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",neutral,negative,-1
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,neutral,negative,-1
3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on $NTAP.,positive,neutral,0
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,negative,neutral,0
Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,positive,neutral,0
Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki 's construction and engineering divisions are to further improve and adjust their operations in Finland .,positive,neutral,0
Etteplan targets to employ at least 20 people in Borl+ñnge .,positive,neutral,0
$FB  rejecting HIGHS shortable...at 109,negative,neutral,0
$COST short finally making gains. I will take half my gains at 147,negative,positive,2
$NEON oversold,positive,neutral,0
Stockmann MasterCard has widened the scope of this cooperation to Estonia and Latvia .,positive,neutral,0
"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",neutral,positive,1
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",positive,neutral,0
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,negative,neutral,0
BP joins forces with Det Norske in Norway,positive,neutral,0
Australia clears AB Inbev's $100 billion SABMiller buyout plan,positive,neutral,0
FTSE 100 flat; Standard Chartered leads risers,positive,neutral,0
These restrictions do not apply to statutory dividends .,neutral,positive,1
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,negative,positive,1
"Exports of goods fell by 59 % , and imports by 16.7 % .",neutral,negative,-1
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",positive,neutral,0
$ENDP being sued by FTC.....nobody will buy them with that hanging over their heads,negative,positive,1
15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,neutral,positive,1
After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,positive,neutral,0
"Cargotec 's share capital after the increase totals 64,046,460 euros .",neutral,positive,1
Tesco share price closes higher as two more directors leave grocer,positive,neutral,0
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",neutral,negative,-1
"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .",positive,negative,-1
"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .",neutral,negative,-1
"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .",positive,negative,-1
"A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .",neutral,positive,1
"Maglan Capital Up +20.84% In February, Long Fairpoint  http://stks.co/s1eQc $$ $FRP",positive,neutral,0
"In 2007 , Alma Media 's operating profit was about EUR 53mn .",neutral,positive,1
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",negative,positive,1
UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,positive,neutral,0
Shell challenges Exxon dominance with 47 billion-pound bid for BG,negative,neutral,0
The reduction notice applied to 17 people .,negative,neutral,0
"$INTU is in the process of streamlining its structure, especially through divestment of non-core businesses   https://t.co/dR5baNun2u",positive,neutral,0
Acquisitions have been made and businesses have been well integrated .,positive,neutral,0
Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,negative,neutral,0
The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,neutral,negative,-1
Poyry is recognized as one of the world 's leading advisors to the global forestry industry .,positive,neutral,0
$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr,positive,neutral,0
The company said that the fall in turnover had been planned .,neutral,negative,-1
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",neutral,negative,-2
Nokia Siemens Networks has struggled to make a profit in the past two years .,negative,positive,1
The insurance division turned a EUR120m profit .,neutral,positive,1
Net profit in the period in 2009 was ( EURO ) 29 million .,neutral,positive,1
Okmetic has used the furnaces for the contract manufacturing of solar crystals .,neutral,positive,1
"$GILD Sandbagged the guidance so the can use that last 3 billion up.  CC was cautiously optimistic, wait til Next ER for confirmation",neutral,positive,1
fi is developing cooperation in keyword advertising with Microsoft .,positive,neutral,0
"The contract value amounts to about EUR11m , the company added .",neutral,positive,1
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.2 percent from 23.91 percent , as beer sales for the nine months jumped by 11.4 percent to 52.99 million liters .",positive,neutral,0
Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .,neutral,positive,1
"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 .",positive,neutral,0
Return on investment was 16.6 % compared to 15.8 % in 2004 .,positive,neutral,0
"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",negative,neutral,0
"Finnish Bank of +àland reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",neutral,positive,1
"Most of the growth in beer consumption took place in the Far East , Latin America and Africa .",neutral,positive,1
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",negative,neutral,0
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",neutral,positive,1
$RNN More bleeding Monday.,negative,neutral,0
"The parties have agreed not to disclose the price of the deal , the group said in a press release .",neutral,positive,1
"These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm .",neutral,positive,1
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",neutral,negative,-1
"Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",neutral,positive,1
"Simultaneously with this merger plan another merger plan has been signed , according to which Suomen Projektivuokraus Oy , a subsidiary of VTM-Rakennuskonevuokraamo Oy , would be merged with VTM-Rakennuskonevuokraamo Oy .",neutral,positive,1
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",neutral,positive,1
"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",neutral,positive,1
Nokia is also negotiating the product portfolio of the new company .,neutral,positive,1
Glencore slumps 30 percent as debt fears grow,negative,neutral,0
"The agreement , which will cover monitoring , maintenance , server capacity service and backups , has a one-year extension option .",neutral,positive,1
"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use .",neutral,positive,1
